,0,1,2,3
alpha_yzhan_meanbs1109,0.005769122608695652,0.011795519999999999,0.38048188584450743,0.4749202589242266
alpha_yzhan_meanbs769,0.005058647391304349,0.008246040000000001,0.2667945287930244,0.3244679547696739
alpha_yzhan_meanbs47,0.007509417391304347,0.01266352,0.26233125804353824,0.4160264580664216
alpha_yzhan_meanbs802,0.006326813043478263,0.007279839999999999,0.27298805782458363,0.3951857508907543
alpha_yzhan_meanbs90,0.010026417391304348,0.00694124,0.5788367822441932,0.35700234145952103
alpha_yzhan_meanbs94,0.007508226086956521,0.0086664,0.4063999315223408,0.29561233991648816
alpha_yzhan_meanbs214,0.006231162608695652,0.0068716800000000015,0.25261472273476177,0.30851524503555744
alpha_yzhan_meanbs24,0.016215266304347827,0.006818519999999999,1.1009909072067112,0.31010813469807846
alpha_yzhan_meanbs988,0.01035649652173913,0.006719879999999999,0.40408243008288264,0.3004885903408478
alpha_yzhan_meanbs824,0.005597485217391304,0.006639520000000001,0.3464644372196829,0.29897251094022836
alpha_yzhan_meanbs27,0.015093179130434781,0.006688320000000003,1.0788587874737052,0.27801142113370286
alpha_yzhan_meanbs820,0.009143794347826088,0.007841359999999999,0.46402624524408,0.2744010352410699
alpha_yzhan_meanbs117,0.008912713913043477,0.005598200000000001,0.5905323078092154,0.33662343497802544
alpha_yzhan_meanbs217,0.0037008747826086947,0.005556051999999998,0.18576905924908318,0.2648493317408051
alpha_yzhan_meanbs880,0.003822179130434783,0.009357952,0.18562249671943365,0.3795931525665997
alpha_yzhan_meanbs939,0.003951391739130434,0.006230924000000001,0.2017389771734592,0.24870948343614058
alpha_yzhan_meanbs768,0.0032247430434782605,0.007883703999999998,0.2187931642908723,0.2566013422439572
alpha_yzhan_meanbs314,0.004170656086956521,0.0052780399999999995,0.4101068369627333,0.2606779022471188
alpha_yzhan_meanbs1198,0.004580719130434783,0.00612808,0.30958979884858084,0.24453994034523968
alpha_yzhan_meanbs1007,0.004377799130434783,0.006133932000000001,0.24757733301776755,0.24287006104561307
alpha_yzhan_meanbs134,0.006357039130434782,0.005233720000000001,0.39822081504572443,0.2564962948064699
alpha_yzhan_meanbs1009,0.002963256521739131,0.007332092000000001,0.1657689920311891,0.2505134334508066
alpha_yzhan_meanbs113,0.01696401304347826,0.004985679999999999,0.7021348820449742,0.25258361592556305
alpha_yzhan_meanbs995,0.0031116843478260865,0.00775402,0.1760660176314411,0.22236231328104575
alpha_yzhan_meanbs716,0.00360154,0.004974952,0.23699923590928876,0.28746775452108875
alpha_yzhan_meanbs109,0.007606406956521739,0.004898239999999999,0.3399233198231012,0.2672910115207163
alpha_yzhan_meanbs23,0.0036153695652173913,0.005238796000000001,0.1584422525942223,0.2297717065863663
alpha_yzhan_meanbs231,0.003075860434782609,0.004731671999999999,0.22075167535505885,0.32951983256650236
alpha_yzhan_meanbs167,0.0028089491304347826,0.011970572000000002,0.14985140584680354,0.424788831394086
alpha_yzhan_meanbs940,0.002806294347826087,0.005895775999999998,0.20559409021855188,0.22887854759280746
alpha_yzhan_meanbs1162,0.0027717158260869555,0.005646084,0.16856070007598317,0.25752437530951366
alpha_yzhan_meanbs831,0.0027253130434782614,0.0047468480000000006,0.1967909131368572,0.20072512240062906
alpha_yzhan_meanbs921,0.0026362517391304344,0.006470264,0.14246012763970203,0.30681819197345533
alpha_yzhan_meanbs45,0.005362329565217391,0.00458392,0.3057001033943079,0.2547481045311526
alpha_yzhan_meanbs128,0.003519676521739131,0.0067723079999999995,0.13969762781812803,0.2794266166843521
alpha_yzhan_meanbs95,0.00629920347826087,0.0045764,0.3848808521548645,0.19577183464585374
alpha_yzhan_meanbs1006,0.002570389565217391,0.0057069320000000005,0.15789859753474597,0.24992352596918438
alpha_yzhan_meanbs440,0.0025608504347826087,0.009186680000000001,0.17999992198863068,0.31731956912920334
alpha_yzhan_meanbs876,0.0026110678260869566,0.005160016,0.13242322854060426,0.2511498018723501
alpha_yzhan_meanbs158,0.004699534782608696,0.00398448,0.21739144513031103,0.2037748481866354
alpha_yzhan_meanbs211,0.002013217391304348,0.007916564,0.12545817268863174,0.3960331225043017
