,0,1,2,3
alpha_yzhan_cross4785,0.003506142372881356,0.0020344590163934428,0.20497867616958798,0.13578140028204894
alpha_yzhan_cross4294,0.0034770225423728816,0.0019348688524590163,0.18259903387922027,0.09428440932696545
alpha_yzhan_cross5195,0.00414728813559322,0.001785065573770492,0.16162648509046607,0.11219168784892751
alpha_yzhan_cross1792,0.00346071406779661,0.0021650327868852457,0.2175560888027319,0.15891616437800019
alpha_yzhan_cross3043,0.0034518889830508475,0.0018357213114754101,0.17868259169089393,0.13141557536403192
alpha_yzhan_cross4077,0.004326386440677965,0.001818245901639344,0.18020960338755324,0.08083052985951254
alpha_yzhan_cross2088,0.004218893220338984,0.001377639344262295,0.20172313696964378,0.08193103717004586
alpha_yzhan_cross2102,0.0034163230508474575,0.0017693934426229513,0.1911917078797916,0.11109569262874591
alpha_yzhan_cross522,0.004086416949152542,0.0018961639344262304,0.15888159565866283,0.1137146905816687
alpha_yzhan_cross2272,0.0033928491525423727,0.0036602295081967218,0.17140692625654494,0.2363694362000139
alpha_yzhan_cross3125,0.00395481186440678,0.0043427213114754105,0.157006974443762,0.2901298417718087
alpha_yzhan_cross3207,0.0033596098305084744,0.0018644098360655734,0.1639530581396951,0.09739908921262523
alpha_yzhan_cross4977,0.0035688711864406784,0.001390098360655738,0.19165248533740936,0.07808768771330928
alpha_yzhan_cross3885,0.0033294849152542376,0.002237,0.16215078443280304,0.12556143948209658
alpha_yzhan_cross2744,0.00564408813559322,0.0013190819672131144,0.3334562647751974,0.0792548581343155
alpha_yzhan_cross2859,0.0035367457627118637,0.001358426229508197,0.15385903399458747,0.09234223695837371
alpha_yzhan_cross2010,0.0033036722033898303,0.002776672131147541,0.19976631013784227,0.1980123601990383
alpha_yzhan_cross3419,0.004425170508474576,0.0015807704918032793,0.19301042291589546,0.07573126517761639
alpha_yzhan_cross6514,0.0035461700000000004,0.002458196721311475,0.14918342534070642,0.15286294950794957
alpha_yzhan_cross3712,0.003241115254237288,0.0027726885245901636,0.21171006953907331,0.1665818396191258
alpha_yzhan_cross933,0.003905037288135594,0.0016129180327868853,0.14904356708821456,0.08066195540592581
alpha_yzhan_cross5807,0.008106154237288136,0.001448573770491802,0.49781106021268623,0.07372827028175503
alpha_yzhan_cross3234,0.003381522033898305,0.002246967213114754,0.14777301377866003,0.10499881751997932
alpha_yzhan_cross4122,0.0031999915254237294,0.0014372295081967208,0.1492263167894873,0.08280107303854513
alpha_yzhan_cross5357,0.003478736457627118,0.0012481967213114756,0.23310762382939135,0.08558961650343054
alpha_yzhan_cross4142,0.004854867796610171,0.0013352295081967202,0.24410355808390938,0.07241473512943972
alpha_yzhan_cross5387,0.00537541372881356,0.0012394262295081972,0.2762823578524921,0.07648883150073058
alpha_yzhan_cross7594,0.003523432203389831,0.0021040655737704916,0.14412199087492053,0.11625999535602176
alpha_yzhan_cross4783,0.004034398983050847,0.0012357704918032788,0.24073943662569344,0.07100094566037304
alpha_yzhan_cross4840,0.0031024767796610166,0.0018883114754098362,0.15927088491234068,0.13181287459872051
